5.922636805181550335e-01,-3.114303737390529681e-01,3.778493806435211377e-01,-5.529146948916904281e-01,-5.078109210667405143e-02,1.453567617111846955e-01,-2.188666914847615386e-01,1.385290833520560760e-01,3.966986868386859211e-01,-2.091320118167520059e-01,-1.979864980664552132e-01,-2.547906597614032487e-01,-1.562556598065888980e-01,9.206087405715870919e-02,7.398950308287402522e-02,-8.348249066352746162e-02,-5.855722979256595268e-02,5.499981482771146291e-02,2.027991172831766775e-01,-9.159252320496873156e-02,-1.235854625986235189e-02,-3.062549389586275567e-02,-2.815033537567718583e-02,-1.147577776048211151e-01,4.203267183188611616e-02,-5.022789344649796622e-02,-8.092749449392490010e-03,-1.686201965280064233e-02,1.549805249693119447e-01,-3.566971943210402174e-02,5.123142353776572594e-02,-8.755156094486500271e-03,1.897589170684858264e-03,-2.825431371725012353e-02,3.663390889106513115e-02,-5.059100239297754931e-02,1.801783439872606252e-02,-1.118560722790448991e-01,1.904741900255634349e-02,3.999451869246647973e-02,-6.794589268496868152e-03,1.372817237924893463e-02,-1.038856047371203468e-02,1.708133287650717008e-02,-1.182618540386091814e-02
5.488072259927547630e-02,-4.525916759313616811e-01,1.544974888026942085e-02,4.877013488792326101e-01,3.188720168524006998e-02,-2.771681913097245875e-01,-1.721571083047779838e-01,2.476094366753588683e-01,-8.889789623294834520e-02,2.152188467375940883e-01,3.609407730872165546e-03,2.427824703514240012e-01,-8.143245437278179288e-02,4.316095706777865054e-02,-1.284456184626839581e-01,-1.684914649196903730e-02,1.777918929935490555e-01,3.374810248865134366e-01,-3.272637765134808197e-01,2.766277874123786173e-02,-1.236580563627400486e-01,-1.576641275968071743e-01,-2.597538624477619962e-01,1.510395704136569817e-01,-2.661449198544681427e-01,-1.595987121202686598e-01,6.376283811460851103e-01,-6.272159464542687024e-02,-2.832939686943393154e-01,9.425335849066515670e-02,7.605820283843774121e-02,-1.308018740104089361e-01,1.565964843650558547e-01,2.761893211096643624e-02,5.016524656703862800e-02,2.692288376841451281e-01,-9.561570896046152346e-02,3.107339769858673550e-01,2.871103106560555229e-01,-2.668070545574982230e-02,1.934795192903349947e-01,3.110018500359282203e-03,-2.408034115951804555e-01,3.280160715077552747e-02,1.040303653260066762e-02
8.060790529088432965e-01,-4.295929582545227055e-01,3.777547953789933688e-02,-2.695129918986645667e-01,1.537256398118010403e-01,1.146261553948802053e-01,-7.445091682429520741e-02,2.257911050293068822e-01,2.117843260119383342e-01,1.135538727384291513e-01,-1.644150149843232322e-01,-2.187009732994264488e-01,-1.854905486538771520e-02,-1.584804622577669700e-02,2.539825451409023771e-02,-1.919360438473281111e-02,-7.570684448767348029e-02,-1.484128482566793653e-02,3.280156194823845295e-02,-5.033183741276790746e-02,-4.151037169688757619e-03,9.922479253102172575e-03,6.856846081367949652e-02,-5.436901355642705796e-02,3.231766915373175675e-02,-6.512003012509161304e-02,1.741998604806258011e-02,1.565328733259486321e-02,2.643791139179059446e-02,8.155450204531312919e-02,5.754987238561034418e-02,1.648377250841560893e-01,-5.606528662928841195e-02,8.447571677742742036e-02,7.656748593004710120e-03,-4.773465945819174716e-02,7.938293613577719621e-02,-2.279857784631192652e-01,-5.701441430830914148e-02,5.024243196071733614e-02,-4.781624100371533598e-02,-3.608594223901527565e-02,2.634523713188784491e-02,-9.780568294297567120e-03,-2.201953497568510248e-02
-2.483797725333505846e-01,6.131652022911594502e-01,-1.623205012032726824e-01,7.474982288111046147e-01,6.599771388148523155e-01,3.179703770673865670e-01,-3.607218673964658340e-01,1.512335516338431940e-01,4.109004477960322976e-01,3.668554454112525898e-01,3.472931154442748247e-01,-2.547839375978702137e-01,-5.016984314232415532e-01,-1.356042079144518242e-01,-1.512879496244773636e-01,1.550143840268472344e-02,2.653726710876387895e-01,-5.976438405979079410e-02,-1.405857748375766436e-01,8.210205206926526889e-02,2.236095142702571315e-01,-7.458259957677930430e-02,1.205716291568493942e-01,4.235386854026727127e-02,1.179512955915217737e-01,3.631064422400920311e-02,6.593509281708283265e-02,-4.431772750382242249e-02,-1.044024029255402469e-01,2.319814407266134193e-01,-1.022407066282217392e-01,-2.788002722302563297e-01,-2.353372499961868536e-01,2.056217819658303358e-01,-3.536851245970992763e-01,-7.284412123079735124e-02,-6.706552475465228993e-03,-4.485782340600141249e-01,1.161971802075290328e-01,-2.365091214445442028e-02,1.880585568384524620e-01,-8.817513967419912668e-02,3.239151940294823784e-01,-1.728503211646627569e-01,2.161365144867482269e-01
9.899319343585749609e-01,-5.013055922590481384e-01,-4.118251602473386314e-02,-1.744748579526175791e-01,2.248764142170662783e-01,1.593057107322024268e-01,-7.523683537396480547e-02,3.256762948654214895e-01,3.687955668321648561e-01,6.125270185884292007e-02,-7.059392409045768535e-02,-6.203998522039702547e-04,1.167669346901349658e-01,7.928263739475754912e-02,1.322179951505992115e-02,-2.532320792066461990e-01,2.402525621402488432e-01,1.980538857843260891e-01,-2.607877260516989204e-01,7.642489867839198647e-02,-1.306742490661960965e-01,-1.302411533814563649e-01,1.218018101569510181e-01,9.491543058608771510e-02,-9.315613985428905508e-02,-5.029359059352800365e-02,2.911414122820902284e-01,1.287058297779916372e-01,1.593080139797974082e-01,1.375581796594942396e-01,-8.395058527862683806e-02,-1.329139775062355977e-01,2.637970043448291304e-03,1.007454811380301685e-01,-3.226537433498984780e-02,1.498469716914199550e-02,5.431119786320246640e-02,-6.014111784892884477e-02,-2.836006341993574376e-02,-1.460851055992297420e-01,-3.750229105921436962e-02,-7.185101116079396777e-02,6.545748802342377104e-02,2.795544600238444519e-02,-1.857049593675352828e-02
-1.594178272719214695e-01,-4.271467227972007841e-01,5.443944770700870350e-01,-1.057082846467384679e-01,-3.840922094152295352e-01,5.888226014503104011e-01,-3.344273747498437976e-01,3.175806119776867220e-01,-1.982767482406545823e-01,-1.610562373940754577e-01,-2.254269579841677029e-01,-1.466467641455882764e-01,2.102560476460269279e-01,2.869232289763412255e-02,3.140223301992788318e-01,1.054574430044696309e-01,2.174223189592687788e-01,3.311363938870631185e-01,8.250642474977042118e-02,1.598796311059435815e-01,5.381734742243695635e-01,5.341211989338714439e-01,3.805225596165398017e-01,-1.035417586230947540e-01,-9.535061628743453366e-02,1.623247309006192463e-01,-1.884675225576308288e-01,-1.612258501382901055e-01,2.641828774526586709e-01,1.226434348869172297e-01,1.019853794799466667e-01,1.821661718818013143e-01,3.790818950237195284e-01,1.600615233922294267e-01,-1.317844595633162752e-01,-1.087860731209383397e-01,-3.086853585331665595e-03,-2.023862678433270834e-01,8.945758825421751270e-02,8.810159450999238695e-02,9.900445265661510230e-02,2.616698258071472379e-03,-1.747559064450041402e-02,1.520013069212524000e-02,-6.796073518236403488e-02
9.920406905800310815e-01,-5.029975503761158206e-01,2.300763687566061144e-01,2.392023074756603196e-01,-1.009109023537245047e-04,-3.261070115304350869e-01,1.327372474941092284e-01,2.540525177926162836e-01,6.407791643139826472e-03,2.899046917546029278e-01,1.423463972018162438e-01,-2.864646034000410402e-01,-1.094781136736748123e-01,3.008429125461928866e-01,-8.687503412185430818e-02,-7.072224846842888046e-02,4.635828355985016636e-02,-3.077124731645313610e-02,1.942117485886661887e-01,-2.100786288622241427e-01,-7.588630358947037746e-02,8.656427629897009424e-02,4.764038392450537646e-02,5.455938241088745776e-03,9.584401101351981700e-02,-5.232019402849791972e-02,2.172035684155809443e-01,1.081874760676688058e-01,1.137018412073948354e-01,-1.092259835021542613e-01,4.099012482346885838e-02,7.312634189245324767e-02,-2.332483471043672249e-02,-8.731742893365772307e-02,-9.097853775939754306e-02,1.024416130166767684e-02,-1.153148348682583452e-01,4.676986409029399577e-02,5.718636635220546161e-02,7.911280394236243352e-02,-2.264549760143841697e-02,6.260615323784583797e-02,-4.022380584206518978e-02,8.095162756166615625e-02,-6.672815240076003691e-03
3.058504795425337486e-01,-6.003208791824906632e-01,-2.762009610766024692e-01,2.304364743444511643e-01,2.823571896154347116e-01,4.232107698390228379e-01,3.473650342061962437e-02,1.570290533212206213e-02,1.407523627002109645e-01,3.198487918235227989e-02,-4.725353576847768911e-01,6.884802960690490636e-02,7.515880265211959121e-02,-3.120149661061673296e-02,-9.334760359515265060e-02,-1.534882380280453984e-01,1.761392268335443267e-01,3.187906226427428824e-01,-7.598562306010472889e-02,1.878653337100314596e-02,4.744540255275341845e-01,8.630152820441341355e-01,-9.488460498788553465e-02,3.804220798634355138e-01,3.225501078497037266e-01,-2.573367151534394215e-01,7.925656809988511353e-02,2.302251003325928858e-01,4.459638632452649354e-01,1.070735782967736395e-02,-6.734912977472047590e-02,-9.138786402109543017e-02,1.071321099052955673e-02,1.034888096450810591e-01,-1.343798174724123717e-01,-7.647269361974680379e-02,-1.086960842648101583e-01,-7.801778446856019733e-02,-2.426923674362268246e-01,-3.538013083489422849e-03,4.750893553564521782e-02,8.909801759060370641e-02,-5.589289611056162156e-03,1.744938416540529197e-03,9.120513216720053939e-02
-7.941480382811139105e-01,8.922818683340409951e-01,-6.287342550406852526e-01,5.719488677607409421e-01,3.749823948324061407e-01,4.597076649135347637e-01,-3.999269918334930063e-02,-1.412704124484222279e-01,1.615993978438048095e-01,8.247684384286763093e-01,3.822048855905553766e-01,-2.377700828512676473e-02,-5.207787036334100561e-01,1.914360444282746931e-01,4.350640022343154611e-01,-4.202825507586981924e-01,9.897839408599913569e-02,1.824791304919836654e-01,2.844258667825767459e-02,3.135623910066513420e-01,1.199532096190560060e-01,-1.081707017136939869e-01,-6.942038846153339438e-03,-2.745327403864316618e-01,-5.327420630880104480e-02,9.989244074624429020e-04,8.301893217947371381e-03,3.970464922081770598e-02,-1.461632215519485523e-01,-8.511115461522793246e-02,1.803795830989549098e-01,4.857581972327243425e-02,6.229357073269207318e-02,3.210317031105245494e-02,-1.408162715448466884e-01,1.395632710236165662e-02,1.567060339437514327e-01,7.692908358574301365e-03,-1.811969504260888333e-02,2.602534182541829111e-01,-2.341453604494242169e-01,4.370738212748585122e-02,-8.336685940107227411e-02,1.316175630492202320e-01,5.399761932343622589e-02
-5.798365843736865699e-01,-4.944114111779821519e-01,7.772241039779829996e-02,5.006149445285175137e-01,6.395793358936114892e-01,-1.432675422994114656e-02,-1.204440507126242023e-03,-3.302729554472941254e-01,-6.018421753631149063e-01,2.910294513526817672e-01,-3.262955228238472172e-01,-4.629735233741732320e-02,-3.618371262419440293e-01,1.539715258567067591e-01,1.282149629912638089e-01,1.615425003566031414e-01,4.526085424927746639e-03,5.642518725103217170e-01,3.148587634699042022e-03,3.959707487232348444e-01,1.574413226446863268e-01,-3.935159451735341651e-01,-1.207982225578207586e-01,-1.904562097693279776e-02,-2.826079820220099847e-01,-1.917949052514850150e-01,-9.321258379643447556e-02,-3.370447066731295793e-01,-9.734202120055100715e-02,-3.184994608957514295e-02,-3.767081249150614018e-03,2.624778800673795848e-02,3.756396540340921630e-01,-8.043886584846667021e-02,-1.329709925791837111e-01,-1.909773004278244105e-02,-4.002598021296542574e-02,-8.820779518817092532e-03,-6.229220064823350056e-02,-1.174293365127984309e-02,4.181549201485455780e-02,-2.468742996676029488e-05,1.520800413239246640e-01,-1.681747609283416323e-01,2.298074357743766505e-02
